acc_x,acc_y,acc_z,gyro_x,gyro_y,gyro_z
-3919.0,15789.0,337.0,0.05,0.1,0.67
-4276.0,15387.0,-121.0,0.03,0.07,0.64
-4085.0,15499.0,-286.0,0.04,0.08,0.63
-5492.0,14929.0,-1200.0,-0.05,0.04,0.57
-6849.0,14357.0,-1874.0,-0.13,0.01,0.53
-7044.0,14237.0,-2449.0,-0.14,0.0,0.5
-6934.0,14489.0,-2085.0,-0.14,0.02,0.52
-6503.0,14721.0,-1681.0,-0.11,0.03,0.55
-5977.0,14838.0,-1330.0,-0.08,0.04,0.57
-6160.0,14565.0,-1283.0,-0.09,0.02,0.57
-5161.0,14687.0,-1799.0,-0.03,0.03,0.54
-5305.0,14943.0,-749.0,-0.04,0.04,0.6
-5183.0,15126.0,479.0,-0.03,0.05,0.68
-5054.0,15022.0,1170.0,-0.02,0.05,0.72
-5264.0,15055.0,1553.0,-0.03,0.05,0.74
-5444.0,15027.0,887.0,-0.04,0.05,0.7
-5728.0,15133.0,539.0,-0.06,0.05,0.68
-5939.0,15266.0,52.0,-0.07,0.06,0.65
-6160.0,15418.0,-595.0,-0.09,0.07,0.61
-5863.0,15016.0,-656.0,-0.07,0.05,0.61
