acc_x,acc_y,acc_z,gyro_x,gyro_y,gyro_z
-7419.0,14278.0,100.0,-0.16,0.0,0.65
-7180.0,14197.0,-927.0,-0.15,-0.0,0.59
-7054.0,14160.0,-1799.0,-0.14,-0.0,0.54
-6921.0,14168.0,-2525.0,-0.13,-0.0,0.49
-6868.0,14171.0,-2680.0,-0.13,-0.0,0.48
-6912.0,14148.0,-2663.0,-0.13,-0.01,0.49
-6994.0,14184.0,-2696.0,-0.14,-0.0,0.48
-6872.0,14215.0,-2590.0,-0.13,-0.0,0.49
-7096.0,14327.0,-2392.0,-0.15,0.01,0.5
-8582.0,16729.0,-2862.0,-0.24,0.15,0.47
-6549.0,14409.0,73.0,-0.11,0.01,0.65
-6557.0,14353.0,-586.0,-0.11,0.01,0.61
-6670.0,14342.0,-1333.0,-0.12,0.01,0.57
-6703.0,14329.0,-1668.0,-0.12,0.01,0.55
-6689.0,14313.0,-1749.0,-0.12,0.0,0.54
-6680.0,14275.0,-1854.0,-0.12,0.0,0.54
-6677.0,14261.0,-1873.0,-0.12,0.0,0.53
-6707.0,14230.0,-1882.0,-0.12,-0.0,0.53
-6678.0,14229.0,-1873.0,-0.12,-0.0,0.53
-6654.0,14220.0,-1943.0,-0.12,-0.0,0.53
-8829.0,17427.0,-3867.0,-0.25,0.19,0.41
