acc_x,acc_y,acc_z,gyro_x,gyro_y,gyro_z
-4898.0,14287.0,-1664.0,0.68,0.91,1.11
-5000.0,14284.0,-1697.0,0.67,0.91,1.11
-4994.0,14317.0,-1590.0,0.67,0.92,1.12
-4969.0,14402.0,-1487.0,0.67,0.92,1.12
-5011.0,14786.0,-1441.0,0.67,0.94,1.13
-4983.0,15041.0,-1530.0,0.67,0.96,1.12
-4906.0,15301.0,-1649.0,0.67,0.98,1.11
-4798.0,15359.0,-1593.0,0.68,0.98,1.12
-4727.0,15217.0,-1526.0,0.69,0.97,1.12
-4673.0,15058.0,-1604.0,0.69,0.96,1.12
-6501.0,16718.0,-2085.0,0.58,1.06,1.09
-5280.0,16421.0,-446.0,0.65,1.04,1.19
-4695.0,15457.0,372.0,0.69,0.99,1.24
-4597.0,14263.0,195.0,0.69,0.91,1.23
-5158.0,13720.0,-467.0,0.66,0.88,1.19
-6543.0,13755.0,-884.0,0.57,0.88,1.16
-5797.0,15047.0,876.0,0.62,0.96,1.27
-5974.0,15894.0,1865.0,0.61,1.01,1.33
-5645.0,15496.0,2127.0,0.63,0.99,1.34
-5525.0,14591.0,1345.0,0.64,0.93,1.3
