acc_x,acc_y,acc_z,gyro_x,gyro_y,gyro_z
-5588.0,14807.0,-1453.0,0.02,0.04,0.63
-5223.0,15009.0,-1230.0,0.04,0.05,0.64
-5558.0,14864.0,-1392.0,0.02,0.04,0.63
-5548.0,14827.0,-1160.0,0.02,0.04,0.64
-5332.0,14919.0,-854.0,0.03,0.04,0.66
-6243.0,14510.0,-1816.0,-0.02,0.02,0.6
-6161.0,14589.0,-1360.0,-0.02,0.02,0.63
-6032.0,14737.0,-1786.0,-0.01,0.03,0.6
-5813.0,14699.0,-1578.0,0.0,0.03,0.62
-5335.0,15061.0,-844.0,0.03,0.05,0.66
-5640.0,14889.0,-709.0,0.01,0.04,0.67
-5584.0,14921.0,-759.0,0.02,0.04,0.67
-6021.0,14677.0,-1264.0,-0.01,0.03,0.64
-6191.0,14601.0,-1661.0,-0.02,0.02,0.61
-6039.0,14751.0,-1678.0,-0.01,0.03,0.61
-5919.0,14735.0,-1452.0,-0.0,0.03,0.63
-5010.0,15218.0,-811.0,0.05,0.06,0.66
-4959.0,15220.0,-326.0,0.05,0.06,0.69
-5067.0,14888.0,-948.0,0.05,0.04,0.66
-4861.0,15002.0,-304.0,0.06,0.05,0.7
-4995.0,14901.0,-1966.0,0.05,0.04,0.59
-4882.0,14962.0,-1784.0,0.06,0.05,0.6
-4884.0,14977.0,-1753.0,0.06,0.05,0.61
-4873.0,14982.0,-1779.0,0.06,0.05,0.61
-4920.0,15013.0,-1840.0,0.06,0.05,0.6
-4974.0,15035.0,-1837.0,0.05,0.05,0.6
-5138.0,14992.0,-1947.0,0.04,0.05,0.59
-6127.0,15245.0,-1870.0,-0.02,0.06,0.6
