acc_x,acc_y,acc_z,gyro_x,gyro_y,gyro_z
-2254.0,18170.0,344.0,0.84,1.15,1.24
-1739.0,16902.0,220.0,0.87,1.07,1.23
-1508.0,16549.0,-193.0,0.88,1.05,1.2
-1688.0,16190.0,-417.0,0.87,1.03,1.19
-2050.0,15933.0,-648.0,0.85,1.01,1.18
-2034.0,15858.0,-645.0,0.85,1.01,1.18
-2408.0,15673.0,-409.0,0.83,1.0,1.19
-1998.0,15856.0,-287.0,0.85,1.01,1.2
-2059.0,15904.0,49.0,0.85,1.01,1.22
-1499.0,15855.0,-84.0,0.88,1.01,1.21
-1896.0,15711.0,-644.0,0.86,1.0,1.18
-1645.0,15823.0,-731.0,0.87,1.01,1.17
-2266.0,15678.0,-703.0,0.84,1.0,1.17
-2109.0,15698.0,-1221.0,0.85,1.0,1.14
-1799.0,15810.0,-1152.0,0.86,1.01,1.14
-1705.0,15779.0,-1140.0,0.87,1.0,1.15
-1856.0,15739.0,-1058.0,0.86,1.0,1.15
-2065.0,15717.0,-896.0,0.85,1.0,1.16
-3245.0,15344.0,-923.0,0.78,0.98,1.16
-3329.0,15071.0,-1225.0,0.77,0.96,1.14
