acc_x,acc_y,acc_z,gyro_x,gyro_y,gyro_z
-7069.0,14050.0,-719.0,-0.14,-0.01,0.6
-6153.0,14949.0,409.0,-0.09,0.04,0.67
-6384.0,14539.0,-16.0,-0.1,0.02,0.65
-6508.0,14447.0,236.0,-0.11,0.01,0.66
-6061.0,14726.0,334.0,-0.08,0.03,0.67
-6024.0,14704.0,464.0,-0.08,0.03,0.68
-5792.0,14956.0,64.0,-0.07,0.04,0.65
-5732.0,14709.0,-110.0,-0.06,0.03,0.64
-5698.0,14792.0,186.0,-0.06,0.03,0.66
-5567.0,15091.0,-369.0,-0.05,0.05,0.63
-6846.0,14440.0,-1247.0,-0.13,0.01,0.57
-6805.0,14421.0,-1277.0,-0.13,0.01,0.57
-6719.0,14391.0,-1307.0,-0.12,0.01,0.57
-6768.0,14389.0,-1303.0,-0.13,0.01,0.57
-6795.0,14383.0,-1294.0,-0.13,0.01,0.57
-6812.0,14380.0,-1281.0,-0.13,0.01,0.57
-6803.0,14371.0,-1285.0,-0.13,0.01,0.57
-6728.0,14384.0,-1277.0,-0.12,0.01,0.57
-6695.0,14369.0,-1265.0,-0.12,0.01,0.57
-6709.0,14374.0,-1253.0,-0.12,0.01,0.57
-6335.0,14596.0,-556.0,-0.1,0.02,0.61
-6240.0,14578.0,-569.0,-0.09,0.02,0.61
-6273.0,14496.0,-827.0,-0.09,0.02,0.6
