acc_x,acc_y,acc_z,gyro_x,gyro_y,gyro_z
-7380.0,14121.0,-662.0,-0.16,-0.01,0.61
-7513.0,14093.0,-958.0,-0.17,-0.01,0.59
-7632.0,14004.0,-1233.0,-0.18,-0.01,0.57
-7401.0,14034.0,-1641.0,-0.16,-0.01,0.55
-7221.0,14056.0,-1891.0,-0.15,-0.01,0.53
-7069.0,14073.0,-2093.0,-0.14,-0.01,0.52
-7087.0,14106.0,-2172.0,-0.14,-0.01,0.52
-7175.0,14120.0,-2190.0,-0.15,-0.01,0.51
-7269.0,14136.0,-2055.0,-0.16,-0.01,0.52
-7403.0,14133.0,-1957.0,-0.16,-0.01,0.53
-7028.0,14222.0,-1417.0,-0.14,-0.0,0.56
-7290.0,14218.0,-1504.0,-0.16,-0.0,0.56
-6985.0,14742.0,-1532.0,-0.14,0.03,0.55
-6644.0,15284.0,-440.0,-0.12,0.06,0.62
-6173.0,15361.0,-712.0,-0.09,0.07,0.6
-7121.0,14438.0,-1464.0,-0.15,0.01,0.56
-7598.0,13852.0,-2109.0,-0.18,-0.02,0.52
-7771.0,13748.0,-2173.0,-0.19,-0.03,0.52
-8488.0,13410.0,-2869.0,-0.23,-0.05,0.47
-8143.0,13710.0,-2076.0,-0.21,-0.03,0.52
-7104.0,14192.0,-1431.0,-0.15,-0.0,0.56
-6886.0,14199.0,-1560.0,-0.13,-0.0,0.55
-6839.0,14215.0,-1642.0,-0.13,-0.0,0.55
-6918.0,14235.0,-1601.0,-0.13,0.0,0.55
-6969.0,14239.0,-1627.0,-0.14,0.0,0.55
-6980.0,14249.0,-1642.0,-0.14,0.0,0.55
-7018.0,14276.0,-1619.0,-0.14,0.0,0.55
-7113.0,14272.0,-1528.0,-0.15,0.0,0.55
-7419.0,14146.0,-1203.0,-0.16,-0.01,0.57
