acc_x,acc_y,acc_z,gyro_x,gyro_y,gyro_z
-5435.0,15000.0,1288.0,0.03,0.05,0.79
-5725.0,14601.0,485.0,0.01,0.02,0.74
-6154.0,14647.0,-1764.0,-0.02,0.03,0.61
-6216.0,14553.0,-3381.0,-0.02,0.02,0.51
-5831.0,14865.0,-2973.0,0.0,0.04,0.53
-5401.0,14958.0,-2313.0,0.03,0.05,0.57
-4948.0,15020.0,-1599.0,0.06,0.05,0.62
-4801.0,15054.0,-1168.0,0.06,0.05,0.64
-4724.0,15081.0,-745.0,0.07,0.05,0.67
-4751.0,15105.0,-488.0,0.07,0.05,0.68
-5638.0,14898.0,717.0,0.01,0.04,0.76
-5727.0,14953.0,555.0,0.01,0.04,0.75
-5795.0,14964.0,690.0,0.0,0.05,0.76
-5822.0,14921.0,465.0,0.0,0.04,0.74
-5977.0,14720.0,-265.0,-0.01,0.03,0.7
-5886.0,14939.0,135.0,-0.0,0.04,0.72
-5783.0,14878.0,151.0,0.0,0.04,0.72
-5805.0,14919.0,-346.0,0.0,0.04,0.69
-5694.0,14707.0,-410.0,0.01,0.03,0.69
-5671.0,14834.0,-289.0,0.01,0.04,0.7
