acc_x,acc_y,acc_z,gyro_x,gyro_y,gyro_z
-8693.0,17860.0,-532.0,-0.24,0.22,0.62
-8634.0,17192.0,-1820.0,-0.24,0.18,0.54
-7238.0,14790.0,-2687.0,-0.15,0.03,0.48
-6272.0,13231.0,-2688.0,-0.09,-0.06,0.48
-6108.0,13103.0,-1913.0,-0.08,-0.07,0.53
-6380.0,13617.0,-410.0,-0.1,-0.04,0.62
-6616.0,14054.0,973.0,-0.12,-0.01,0.71
-6503.0,13918.0,1815.0,-0.11,-0.02,0.76
-6154.0,12878.0,2196.0,-0.09,-0.08,0.78
-5989.0,12181.0,2212.0,-0.08,-0.13,0.78
-7408.0,14507.0,-2673.0,-0.16,0.02,0.49
-7010.0,14735.0,-2300.0,-0.14,0.03,0.51
-7377.0,14145.0,-3078.0,-0.16,-0.01,0.46
-8242.0,13464.0,-3545.0,-0.22,-0.05,0.43
-8209.0,13341.0,-3745.0,-0.21,-0.05,0.42
-8764.0,12636.0,-3931.0,-0.25,-0.1,0.41
-8858.0,12795.0,-3691.0,-0.25,-0.09,0.42
-8751.0,13129.0,-3208.0,-0.25,-0.07,0.45
-8457.0,13424.0,-2866.0,-0.23,-0.05,0.47
-8237.0,13545.0,-2708.0,-0.21,-0.04,0.48
-6705.0,13815.0,-1591.0,-0.12,-0.03,0.55
-7061.0,13889.0,-1339.0,-0.14,-0.02,0.57
-7360.0,13975.0,-1262.0,-0.16,-0.02,0.57
-7472.0,13881.0,-1494.0,-0.17,-0.02,0.56
-7512.0,13824.0,-1731.0,-0.17,-0.02,0.54
