acc_x,acc_y,acc_z,gyro_x,gyro_y,gyro_z
-5380.0,15104.0,139.0,0.03,0.05,0.72
-6068.0,14658.0,-296.0,-0.01,0.03,0.7
-5396.0,15204.0,667.0,0.03,0.06,0.75
-6164.0,14742.0,476.0,-0.02,0.03,0.74
-5547.0,14771.0,690.0,0.02,0.03,0.76
-5592.0,14741.0,867.0,0.02,0.03,0.77
-5549.0,14911.0,720.0,0.02,0.04,0.76
-5912.0,14404.0,475.0,-0.0,0.01,0.74
-5977.0,14608.0,-744.0,-0.01,0.02,0.67
-6144.0,14679.0,-1210.0,-0.02,0.03,0.64
-6842.0,14433.0,-759.0,-0.06,0.01,0.67
-6867.0,14416.0,-923.0,-0.06,0.01,0.66
-6957.0,14394.0,-1115.0,-0.07,0.01,0.65
-6961.0,14447.0,-941.0,-0.07,0.01,0.66
-6873.0,14380.0,-1882.0,-0.06,0.01,0.6
-6490.0,14079.0,-3091.0,-0.04,-0.01,0.53
-6721.0,14463.0,-1698.0,-0.05,0.01,0.61
-6713.0,14333.0,-1680.0,-0.05,0.01,0.61
-6694.0,14730.0,-1005.0,-0.05,0.03,0.65
-6678.0,14787.0,-312.0,-0.05,0.03,0.69
