acc_x,acc_y,acc_z,gyro_x,gyro_y,gyro_z
-6088.0,14721.0,623.0,-0.01,0.03,0.75
-6498.0,14422.0,708.0,-0.04,0.01,0.76
-6300.0,14734.0,703.0,-0.03,0.03,0.76
-5580.0,15003.0,456.0,0.02,0.05,0.74
-5976.0,14809.0,390.0,-0.01,0.04,0.74
-6098.0,14758.0,481.0,-0.01,0.03,0.74
-5973.0,14963.0,142.0,-0.01,0.05,0.72
-6501.0,14729.0,180.0,-0.04,0.03,0.72
-6478.0,14474.0,173.0,-0.04,0.02,0.72
-6446.0,14651.0,226.0,-0.04,0.03,0.73
-6914.0,14351.0,321.0,-0.06,0.01,0.73
-7313.0,13889.0,-111.0,-0.09,-0.02,0.71
-6815.0,14558.0,602.0,-0.06,0.02,0.75
-6981.0,14455.0,643.0,-0.07,0.01,0.75
-7328.0,14194.0,531.0,-0.09,-0.0,0.75
-6905.0,14326.0,635.0,-0.06,0.01,0.75
-6979.0,14338.0,311.0,-0.07,0.01,0.73
-6953.0,14525.0,243.0,-0.07,0.02,0.73
-6536.0,14768.0,-95.0,-0.04,0.03,0.71
-6278.0,14587.0,580.0,-0.03,0.02,0.75
