acc_x,acc_y,acc_z,gyro_x,gyro_y,gyro_z
-5020.0,15160.0,-1023.0,0.05,0.06,0.65
-5758.0,14631.0,-1586.0,0.01,0.03,0.62
-6719.0,14378.0,-2548.0,-0.05,0.01,0.56
-7121.0,14065.0,-2624.0,-0.08,-0.01,0.55
-7111.0,14172.0,-2500.0,-0.08,-0.0,0.56
-6490.0,14537.0,-2021.0,-0.04,0.02,0.59
-6128.0,14726.0,-1755.0,-0.02,0.03,0.61
-6022.0,14625.0,-1548.0,-0.01,0.02,0.62
-5832.0,14454.0,-1597.0,0.0,0.01,0.62
-5669.0,14945.0,-1403.0,0.01,0.04,0.63
-5143.0,14836.0,-1372.0,0.04,0.04,0.63
-5157.0,14785.0,-751.0,0.04,0.03,0.67
-5573.0,15065.0,479.0,0.02,0.05,0.74
-5713.0,15035.0,1076.0,0.01,0.05,0.78
-5549.0,14949.0,145.0,0.02,0.04,0.72
-5553.0,14908.0,-878.0,0.02,0.04,0.66
-5590.0,14895.0,-1350.0,0.02,0.04,0.63
-5548.0,14897.0,-1560.0,0.02,0.04,0.62
-5504.0,14882.0,-1517.0,0.02,0.04,0.62
-5525.0,14884.0,-1377.0,0.02,0.04,0.63
