acc_x,acc_y,acc_z,gyro_x,gyro_y,gyro_z
-6981.0,14512.0,-1445.0,-0.14,0.02,0.56
-6895.0,14724.0,-1921.0,-0.13,0.03,0.53
-6492.0,14681.0,-1830.0,-0.11,0.03,0.54
-6333.0,14583.0,-1744.0,-0.1,0.02,0.54
-6339.0,14499.0,-1646.0,-0.1,0.02,0.55
-6411.0,14448.0,-1627.0,-0.1,0.01,0.55
-6626.0,14429.0,-1646.0,-0.12,0.01,0.55
-6691.0,14426.0,-1748.0,-0.12,0.01,0.54
-6702.0,14426.0,-1929.0,-0.12,0.01,0.53
-6906.0,14405.0,-2020.0,-0.13,0.01,0.52
-6533.0,14631.0,-530.0,-0.11,0.02,0.62
-6413.0,14597.0,-506.0,-0.1,0.02,0.62
-6301.0,14586.0,-500.0,-0.1,0.02,0.62
-6295.0,14548.0,-566.0,-0.1,0.02,0.61
-6460.0,14541.0,-621.0,-0.11,0.02,0.61
-6600.0,14540.0,-722.0,-0.11,0.02,0.6
-6706.0,14528.0,-841.0,-0.12,0.02,0.6
-6708.0,14534.0,-999.0,-0.12,0.02,0.59
-6658.0,14560.0,-980.0,-0.12,0.02,0.59
-6671.0,14563.0,-1189.0,-0.12,0.02,0.58
-6300.0,14647.0,582.0,-0.1,0.03,0.68
-6325.0,14574.0,-373.0,-0.1,0.02,0.63
-6389.0,14546.0,-1058.0,-0.1,0.02,0.58
-6351.0,14517.0,-1592.0,-0.1,0.02,0.55
-6321.0,14497.0,-1822.0,-0.1,0.02,0.54
-6308.0,14489.0,-1851.0,-0.1,0.02,0.54
-6359.0,14462.0,-1779.0,-0.1,0.01,0.54
-6426.0,14460.0,-1723.0,-0.1,0.01,0.54
-6467.0,14468.0,-1693.0,-0.11,0.01,0.54
-6439.0,14480.0,-1753.0,-0.1,0.02,0.54
-6595.0,14466.0,-843.0,-0.11,0.01,0.6
-6838.0,14479.0,-990.0,-0.13,0.02,0.59
-6830.0,14444.0,-1053.0,-0.13,0.01,0.58
-6914.0,14403.0,-1047.0,-0.13,0.01,0.58
-6999.0,14423.0,-1035.0,-0.14,0.01,0.59
-7059.0,14400.0,-1092.0,-0.14,0.01,0.58
-6957.0,14111.0,-1957.0,-0.14,-0.01,0.53
-6817.0,14477.0,-963.0,-0.13,0.01,0.59
-6730.0,14521.0,-1281.0,-0.12,0.02,0.57
-6664.0,13724.0,-3550.0,-0.12,-0.03,0.43
-6332.0,14669.0,-1083.0,-0.1,0.03,0.58
-6027.0,14575.0,-808.0,-0.08,0.02,0.6
-5933.0,14411.0,-612.0,-0.07,0.01,0.61
-6027.0,14364.0,-489.0,-0.08,0.01,0.62
-6530.0,14615.0,-741.0,-0.11,0.02,0.6
-7299.0,15311.0,-1486.0,-0.16,0.07,0.56
-7050.0,14793.0,-1995.0,-0.14,0.03,0.53
-6794.0,14670.0,-1988.0,-0.13,0.03,0.53
-6675.0,14541.0,-1899.0,-0.12,0.02,0.53
-6728.0,14492.0,-1891.0,-0.12,0.02,0.53
